,Lijst van personen,Gender,Stad,Land,Postcode,Count van producties
3088,Tanja Mlaker,109.0,,Nederland,,1
3089,Willem Van den Broeck,110.0,,België,,1
3090,Katrien De Schutter,109.0,Antwerpen,België,,1
3091,Silke Dendooven,109.0,,België,,2
3092,Sofie Missorten,109.0,Aarschot,België,,1
3093,Rolf Kemnitzer,110.0,,Duitsland,,1
3094,Annelien Raes,109.0,,België,,1
3095,Joppe Wouters,110.0,,België,,2
3096,Steve Tyvaert,110.0,,België,,2
3097,Mireille Verboomen,109.0,Watermaal-Bosvoorde,België,,5
3098,Ann Weckx,109.0,Brussel,België,,100
3099,Günther Lesage,110.0,Sint-Niklaas,België,,143
3100,Stan Nieuwenhuis,110.0,,België,,4
3101,Geertrui Delva,109.0,Brussel,België,,2
3102,Herman Coessens,110.0,Mariakerke,België,,117
3103,Yoann Boyer,110.0,,België,,4
3104,Wouter Hillaert,110.0,Gent,België,,1
3105,Karin De Fleyt,109.0,,België,,8
3106,Mauro Poissonnier,110.0,,België,,1
3107,Joris Van Den Eynde,110.0,Berchem,België,,120
3108,Bart Vanreusel,110.0,Sint-Joris-Weert,België,,2
3109,Anne-Charlotte Bisoux,109.0,,België,,15
3110,Simon Van Hueting,110.0,,België,,3
3111,Koen Vanhove,110.0,Antwerpen,België,,3
3112,Jerko Bozikovic,110.0,Antwerpen,België,,3
3113,Caterina Sagna,109.0,Venezia,Italië,,17
3114,Bert Dockx,110.0,,België,,15
3115,Barbara Oliveira,109.0,,België,,2
3116,Herman Verbeeck,110.0,Deurne,België,,35
3117,Rutger Remkes,110.0,,België,,6
3118,Yannik Dangre,110.0,,België,,1
3119,Nick Veldeman,110.0,,België,,4
3120,David Davidse,110.0,Antwerpen,België,,37
3121,Catherine Bernad,109.0,,België,,1
3122,Marie Koop,109.0,Antwerpen,België,,3
3123,Marianne Loots,109.0,Borgerhout,België,,36
3124,Myriam Van Imschoot,109.0,Brussel,België,,51
3125,Coralie Stalberg,109.0,Brussel,België,,2
3126,Monia Montali,109.0,Bruxelles,België,,2
3127,Minna Tiikkainen,109.0,,Finland,,56
3128,Thomas Walgrave,110.0,,België,,146
3129,Eleonora Bonte,109.0,Gent,België,,1
3130,Jan Van Dyk,110.0,Evergem,België,,24
3131,Laura Lecluyse,109.0,,België,,1
3132,Mina Ly,109.0,,Antigua en Barbuda,,2
3133,Glenn Magerman,110.0,,België,,2
3134,Paul Verrept,110.0,Antwerpen,België,,78
3135,Chris Roelandt,110.0,Antwerpen,België,,55
3136,Jean Bermes,110.0,,Luxemburg ,,13
3137,Dirc Kauba,110.0,,België,,4
3138,Wim De Winne,110.0,,België,,24
3139,Hans-Jürgen Best,110.0,,Duitsland,,5
3140,Arne Dobbelaer,110.0,SINAAI,België,,6
3141,Robert Wilson,110.0,Texas,Verenigde Staten van Amerika,,26
3142,Silvia Platzer,109.0,Brussel,België,,7
3143,Annelies Bruneel,109.0,,België,,11
3144,Bernard Goedefroidt,110.0,,België,,4
3145,Koen Nutters,110.0,,België,,2
3146,Marie-Anne Schotte,109.0,HAACHT,België,,31
3147,René Eljon,110.0,Amsterdam,Nederland,,7
3148,Klaas Verplancke,110.0,Brugge,België,,5
3149,Rubén Lebaniegos,110.0,,Spanje,,4
3150,Jean-Marc Montera,110.0,,Frankrijk,,3
3151,Jeroen Van der Ven,110.0,Kalmthout,België,,36
3152,Nada Gambier,109.0,Brussel,België,,56
3153,Mark Van Borm,110.0,Ruislede,België,,7
3154,Karine Pontiès,109.0,,België,,36
3155,Shizuka Hariu,109.0,Brussel,België,,20
3156,Olga de Soto,109.0,Anderlecht,België,,42
3157,András Éltető,110.0,,Hongarije,,19
3158,Daniel Huard,110.0,,België,,19
3159,Bernard Soenens,110.0,,België,,1
3160,Stefan Wolpe,110.0,,Duitsland,,2
3161,Marina Bouré,109.0,,België,,1
3162,Michiel Soete,110.0,Oostende,België,,56
3163,Kurt Vergult,110.0,Merelbeke,België,,6
3164,Terence Kohler,110.0,,Australië,,1
3165,Chris Terryn,110.0,Antwerpen,België,,6
3166,Dirk Terryn,110.0,Deurne,België,,8
3167,Ron Cornet,110.0,Antwerpen,België,,92
3168,Joanna Ptaszynski,109.0,Genk,België,,1
3169,Sabina Kumeling,109.0,Schaarbeek,België,,112
3170,Yanthe Louïs,109.0,,België,,6
3171,Caroline Beuth,109.0,,Nederland,,1
3172,Aron Wade,110.0,Antwerpen,België,,10
3173,Christian Longchamp,110.0,,België,,7
3174,Paul Vandeneede,110.0,Mechelen,België,,54
3175,Jaap Kruithof,110.0,Mortstel,België,,3
3176,Domenico Giustino,110.0,Bruxelles,België,,8
3177,Christine Devaney,109.0,,Groot-Brittannië,,3
3178,Paul Carpentier,110.0,Gent,België,,80
3179,Herman Verbruggen,110.0,,België,,12
3180,Wouter Van Lierde,110.0,Gent,België,,64
3181,Linda Suy,109.0,Gent,België,,4
3182,Sidney Barnes,109.0,,Groot-Brittannië,,2
3183,Luk Perceval,110.0,Berlin,Duitsland,,211
3184,Wanda Reisel,109.0,Amsterdam,Nederland,,7
3185,Griet Boels,109.0,Brussel,België,,8
3186,Frank Willaert,110.0,,België,,1
3187,Geert Defour,110.0,Mechelen,België,,114
3188,Marijke Hofkens,109.0,Wilrijk,België,,29
3189,Joshua  Fineberg,110.0,Boston,Verenigde Staten van Amerika,,3
3190,Veerle Eyckermans,109.0,Antwerpen,België,,50
3191,Kristin Daemers,109.0,,België,,1
3192,Arne Sabbe,110.0,,België,,6
3193,Diede Vanvelk,109.0,Antwerpen,België,,2
3194,Ruth Vandewalle,109.0,,België,,3
3195,Lieve Jacobs,109.0,BAARDEGEM,België,,1
3196,Joke Willems,109.0,,België,,1
3197,Daniel Capelletti,110.0,,België,,2
3198,Patrick Hiketick,110.0,Reet,België,,207
3199,Pieter Hollants,110.0,Leuven,België,,9
3200,Laurence Langlois,109.0,,België,,10
3201,Jan Pauwels,110.0,Strombeek-Bever,België,,56
3202,Borja Ramos,110.0,,Spanje,,1
3203,Barbara Hruska,109.0,,België,,29
3204,Jean-Christophe Maillot,110.0,TOURS,Frankrijk,,1
3205,Frans Denissen,110.0,ANTWERPEN ,België,,20
3206,Rita Natálio,109.0,,Portugal,,6
3207,Walter Bart,110.0,Eindhoven,Nederland,,50
3208,Johan Thielemans,110.0,Melle,België,,9
3209,Ivo De Jonge,110.0,,België,,6
3210,Carl Von Winckelmann,110.0,Brussel,België,,12
3211,Ewa Bankowska,110.0,,Angola,,2
3212,Leif Segerstam,110.0,,Finland,,1
3213,Korneel Hamers,110.0,,België,,61
3214,Hilde Breda,109.0,Gent,België,,30
3215,Ana Misenga Kilubusha,109.0,,België,,1
3216,Agnes Geebelen-Geurts,109.0,,België,,1
3217,Mpumelelo Paul Grootboom,110.0,,Zuid-Afrika,,2
3218,Julien Pillot,110.0,,België,,1
3219,Sonja Van Praet,109.0,,België,,1
3220,Jonas De Wulf,110.0,,België,,17
3221,Peter Wilsens,110.0,,België,,2
3222,Anne-Catherine Kunz,109.0,,België,,72
3223,Rikkert Van Dijck,110.0,Berchem,België,,39
3224,Marc Reynaert,110.0,AALTER,België,,2
3225,Bruno Van Dijck,110.0,,België,,1
3226,Thomas Rempen,110.0,,Duitsland,,5
3227,Koen Broos,110.0,Berchem,België,,17
3228,Maarten Mertens,110.0,Schoten,België,,8
3229,Anja Herden,109.0,,België,,4
3230,Anaïs Elebaut,109.0,,België,,5
3231,Nicole Persy,109.0,Hofstade (Bt.),België,,25
3232,Jordy Verbeeck,110.0,,België,,2
3233,Frans Verschueren,110.0,,België,,6
3234,Charlotte Vander Zande,109.0,Brugge,België,,1
3235,Lorent Wanson,110.0,Bruxelles,België,,5
3236,Paul Vermeulen,110.0,,België,,3
3237,Inge Paulussen,109.0,Deurne,België,,39
3238,Rik Van Gysegem,110.0,,België,,22
3239,Chokri Ben Chikha,110.0,Gent,België,,68
3240,Kurt Lannoye,110.0,,België,,4
3241,Tine Brems,109.0,Borgerhout,België,,1
3242,Els Deventer,109.0,Gent,België,,6
3243,Magda Bontinck,109.0,,België,,2
3244,Jacqueline Schoemaker,109.0,Amsterdam,Nederland,,3
3245,Ria Van noyen,109.0,,België,,2
3246,Janneke Raaphorst,109.0,,Nederland,,5
3247,Charles Blondeel,110.0,,België,,13
3248,Tom Van Landuyt,110.0,Antwerpen,België,,25
3249,Kristel Van Craen,109.0,Heist op den Berg,België,,1
3250,Erik Vlaminck,110.0,BORGERHOUT,België,,12
3251,Muriel Janssens,109.0,Borgerhout,België,,6
3252,Kristof Timmerman,110.0,Antwerpen,België,,6
3253,Delphine Dutoit,109.0,Vorst,België,,2
3254,William S. Burroughs,110.0,,Verenigde Staten van Amerika,,1
3255,Anneke Sluiters,109.0,,Nederland,,3
3256,Joren Cautaers,110.0,,België,,1
3257,Luca Kortekaas,109.0,Antwerpen,België,,2
3258,Inneke Moons,109.0,,België,,1
3259,Duke Ellington,110.0,,Verenigde Staten van Amerika,,1
3260,Amir Reza Koohestani,110.0,,Islamitische Republiek Iran ,,14
3261,Filip Vermeiren,110.0,London,Groot-Brittannië,,5
3262,Greet Samyn,109.0,Gent,België,,9
3263,Isabelle Schad,109.0,Brussel,België,,14
3264,Lotte Vrancken,109.0,,België,,1
3265,Tine Declerck,109.0,Brussel,België,,3
3266,Lieve Matthys,109.0,,België,,10
3267,Heidi Cnudde,109.0,,België,,1
3268,Jef Van Campenhout,110.0,,België,,1
3269,Yves De Lathauwer,110.0,,België,,1
3270,Kate Olsen,109.0,Antwerpen,België,,16
3271,Eric Rieger,110.0,,Verenigde Staten van Amerika,,1
3272,Winny Franssens,109.0,,België,,1
3273,Elise Bundervoet,109.0,Gent,België,,33
3274,Chloe Champion,109.0,,Frankrijk,,1
3275,Marc Dewit,110.0,Anderlecht,België,,36
3276,An Raskin,109.0,,België,,3
3277,Damiano Michieletto,110.0,,Italië,,1
3278,Veronique Patteeuw,109.0,Brussel,België,,1
3279,Ronny De Jonghe,110.0,,België,,3
3280,Pauline Mol,109.0,Gameren,Nederland,,11
3281,Geert Dehaes,110.0,Sint-Pieters-Leeuw,België,,1
3282,Jan Hammenecker,110.0,Watermaal-Bosvoorde,België,,27
3283,Karolien Derwael,109.0,Schaarbeek,België,,2
3284,Ger de Zeeuw,110.0,,België,,1
3285,Willy Schuyesmans,110.0,Nijlen,België,,1
3286,Lorena Feijoo,109.0,Antwerpen,België,,9
3287,Leen Verheyen,109.0,,België,,13
3288,Kasper Devos,110.0,,België,,3
3289,Heleen Van Haegenborgh,109.0,,België,,6
3290,Katleen Machiels,109.0,Wellen,België,,7
3291,Luc Baeye,110.0,,België,,1
3292,Aline Nuyens,109.0,,België,,9
3293,Jasper Warlop,110.0,Gent,België,,4
3294,Thomas De Vos,110.0,,België,,8
3295,Pieterjan Hermans,110.0,,België,,5
3296,Nele Van Rompaey,109.0,,België,,26
3297,Marleen De Smet,109.0,Waregem,België,,7
3298,Antonio Tavares,110.0,,Kaap Verdië,,8
3299,Kyoko Scholiers,109.0,Antwerpen,België,,83
3300,Bart Van Broeckhoven,110.0,Antwerpen,België,,25
3301,Rien Arets,109.0,,België,,3
3302,Koen Van Synghel,110.0,Brussel,België,,1
3303,Fabien Delathouwer,110.0,,België,,1
3304,Philippe Herreweghe,110.0,MARIAKERKE,België,,11
3305,Ilse Vandesande,109.0,Antwerpen,België,,15
3306,Han Bennink,110.0,,België,,3
3307,Kari  Anne Bjerkestrand,109.0,OSLO 3,Noorwegen,,1
3308,Ruth Joos,109.0,Antwerpen,België,,10
3309,Alex Cassiers,110.0,Zellik,België,,88
3310,Ambassa Mimani,109.0,,Democratische Republiek Congo,,1
3311,Laurent Kubla,110.0,,België,,1
3312,Mare Van Landeghem,109.0,,België,,2
3313,Hanneke Paauwe,109.0,Brussel,België,,74
3314,Marielle Woltring,109.0,,Groot-Brittannië,,1
3315,Daan Aeyels,110.0,Dilbeek,België,,3
3316,Els Trio,109.0,Torhout,België,,45
3317,Vanessa Broes,109.0,Antwerpen,België,,30
3318,Floris Schillebeeckx,110.0,,België,,4
3319,Tim Bosschaerts,110.0,,België,,1
3320,Els Leysen,109.0,Groot-Bijgaarden,België,,2
3321,Veerle Vaes,109.0,,België,,1
3322,Luis Marrafa,110.0,,Portugal,,1
3323,Nagham Abboud,109.0,,Libanon,,3
3324,Dirk Blancke,110.0,,België,,1
3325,Cleo Vanlommel,109.0,,België,,3
3326,Lina Celis,109.0,,België,,3
3327,Bart Moeyaert,110.0,Borgerhout,België,,59
3328,Ridder Seghers,110.0,,België,,2
3329,Rufus Hegeman,110.0,,Nederland,,1
3330,Ivo Venkov,110.0,,België,,1
3331,Roselien Dhaenens,109.0,Eeklo,België,,7
3332,Nathalie Douxfils,109.0,,België,,21
3333,Maya Decorte,109.0,,België,,1
3334,Luc Piessens,110.0,Sint-Niklaas,België,,2
3335,Claudio Stellato,110.0,,België,,18
3336,Katrijn De Cooman,109.0,,België,,2
3337,Nele Ceustermans,109.0,Haacht,België,,1
3338,Olivier Deryckere,110.0,,België,,1
3339,Pascal Deweze,110.0,,België,,2
3340,Willy Wtterwulghe,110.0,,België,,16
3341,Koen De Sutter,110.0,Evergem,België,,119
3342,Bart Voet,110.0,Antwerpen,België,,63
3343,Hester van Hasselt,109.0,Elsene,België,,6
3344,Bart Hoegaerts,110.0,,België,,1
3345,Jacques Delcuvellerie,110.0,Lathuy,België,,8
3346,Sam Faes,110.0,,België,,10
3347,Ope Oyetti,,,België,,2
3348,Sara Raes,109.0,,België,,5
3349,Zsolt Hamar,110.0,,Zwitserland,,1
3350,Jan Hongenaert,110.0,,België,,16
3351,Jozefien Beckers,109.0,,België,,1
3352,Guy Verhaegen,110.0,Hulshout,België,,79
3353,Jeanne Pennings,109.0,Gent,België,,35
3354,Geert Vaes,110.0,Brussel,België,,33
3355,Marc Peeters,110.0,Duffel,België,,85
3356,Aafke Bruining,109.0,Borgerhout,België,,31
3357,Carolien Wielockx,109.0,,België,,1
3358,Tom Van Aken,110.0,,België,,4
3359,Bert Evens,110.0,,België,,1
3360,Monika Van Lierde,109.0,Wemmel,België,,12
3361,Pieter Verhees,110.0,'s Hertogenbosch,Nederland,,4
3362,Willy De Vriendt,110.0,,België,,2
3363,Chris Koolmees,110.0,Amsterdam,Nederland,,1
3364,Ann Esch,109.0,Hoboken,België,,14
3365,Lore De Keyser,109.0,,België,,1
3366,Jari Demeulemeester,110.0,,België,,1
3367,Katrien Meganck,109.0,Antwerpen,België,,65
3368,Davis Freeman,110.0,Brussel,België,,82
3369,Erki De Vries,110.0,Antwerpen,België,,46
3370,Peter Merckx,110.0,,België,,8
3371,Derek Blyth,110.0,Brussel,België,,4
3372,Fadi Zmorrod,110.0,,Bezette Palestijnse gebieden,,3
3373,Alice Vanhoecke,109.0,,België,,4
3374,Johan Leysen,110.0,Haarlem,Nederland,,41
3375,Daïef Preshini,110.0,,Arabische Republiek Syrië,,2
3376,Hanne Dick,109.0,,België,,4
3377,Janne Steenbeke,109.0,,België,,2
3378,Véronique Nees,109.0,,België,,1
3379,Patrick Descamps,110.0,,België,,2
3380,Griet van Nieuwenborgh,109.0,Antwerpen,België,,3
3381,Nicolas Achten,110.0,,België,,10
3382,Daisy Croes,109.0,,België,,6
3383,Chris Van der Fluwera,110.0,,België,,1
3384,Laurence Roothooft,109.0,,België,,12
3385,Ludo Hellinx,110.0,Berchem,België,,64
3386,Zjos Vlaminck,110.0,,België,,1
3387,Annelies Spanoghe,109.0,Brussel,België,,2
3388,Leendert De Vis,110.0,Sint-Pieters-Leeuw,België,,4
3389,Erwin Mortier,110.0,Gent,België,,6
3390,Chia-Fen Wu,109.0,,Taiwan (Chinese Rep.),,6
3391,Michaël Vandewalle,110.0,Varsenare,België,,15
3392,Chris Vanneste,110.0,Nazareth,België,,95
3393,Patrick Vanuytsel,110.0,,België,,1
3394,Bert Lemmens,110.0,Leuven,België,,2
3395,Anjelene Van Vliet,109.0,Amsterdam,Nederland,,1
3396,Dorothée Depeauw,109.0,Habay,België,,1
3397,Mourade Zeguendi,110.0,,België,,52
3398,Natascha Van Dam,109.0,Sint-Gillis,België,,2
3399,Peggy Beaujean,109.0,,België,,8
3400,Willy Cessa,110.0,,Frankrijk,,4
3401,Laurie Janssens,109.0,,België,,9
3402,Ana Quintans,109.0,,Portugal,,1
3403,Timur Magomedgadzjeyev,110.0,,België,,3
3404,Marnik Baert,110.0,Gent,België,,79
3405,Marc Del Piero,110.0,Sint-Joris-Weert,België,,1
3406,Alexander Ekman,110.0,,Antigua en Barbuda,,2
3407,Frits Celis,110.0,KALMTHOUT,België,,48
3408,Fleur Hendriks,109.0,,België,,5
3409,Kay Rayée,109.0,Sint-Genesius-Rode,België,,2
3410,Tania Kloek,109.0,,België,,51
3411,Leïla  Boukhélif,109.0,Antwerpen,België,,1
3412,Sven Verkissen,110.0,,België,,12
3413,Bert Moerman,110.0,,België,,2
3414,Luc Fierens,110.0,Antwerpen,België,,2
3415,Anton Lukas,110.0,,Duitsland,,24
3416,Leander Depypere,110.0,,België,,1
3417,Petra Vermote,109.0,Gent,België,,2
3418,Thierry Rondenet,110.0,,België,,12
3419,Jorunn Bauweraerts,109.0,,België,,3
3420,Joeri Heegstra,110.0,,Nederland,,3
3421,Sabine Garrone,109.0,,Frankrijk,,1
3422,Leni Van Goidsenhoven,109.0,,België,,1
3423,Marc Van Eeghem,110.0,BORGERHOUT,België,,74
3424,Dafne Maes,109.0,Deurne,België,,19
3425,Mirabelle Wouters,109.0,Antwerpen,België,,10
3426,Ludo Halsberghe,110.0,,België,,1
3427,Herman van Veen,110.0,,Nederland,,11
3428,Iris Oosters,109.0,Merksem,België,,2
3429,Janine Bischops,109.0,Antwerpen,België,,64
3430,Maurice Béjart,110.0,LAUSANNE,Zwitserland,,124
3431,Elpida Orfanidou,109.0,Athene,Griekenland,,3
3432,Sylvie landuyt,109.0,,België,,3
3433,Michiel Reynaert,110.0,,België,,23
3434,Aliye Kurumlu,109.0,,België,,2
3435,Mariano Pensotti,110.0,Buenos Aires,Argentinië,,24
3436,Thomas Devens,110.0,,België,,34
3437,Karine Maquat,109.0,Antwerpen,België,,7
3438,Bart Vannuffelen,110.0,,België,,2
3439,Ruth Mellaerts,109.0,Sint-Gillis,België,,40
3440,Thomas Steyaert,110.0,Roeselare,België,,22
3441,Christel Vanschoonwinkel,109.0,Kortessem,België,,34
3442,Sarah van der Vlerk,109.0,,België,,1
3443,Elias Degruyter,110.0,,België,,2
3444,Merce Cunningham,110.0,,Verenigde Staten van Amerika,,5
3445,Helga Duchamps,109.0,Brussel,België,,5
3446,Mark Franko,110.0,San Francisco,Verenigde Staten van Amerika,,1
3447,Femke Heijens,109.0,Antwerpen,België,,27
3448,Diane Kinda,109.0,,België,,1
3449,Abigail Abraham,109.0,,België,,9
3450,Dries De Beul,110.0,Melle,België,,12
3451,Audrey Riesen,109.0,,België,,2
3452,Theo Hijzen,110.0,Zemst,België,,128
3453,Anne Huwaert,109.0,Elsene,België,,1
3454,Guy Voets,110.0,,België,,4
3455,Cindy Eykens,109.0,,België,,1
3456,An De Hondt,109.0,Mechelen,België,,15
3457,Igor Shyshko,110.0,Ukkel,België,,63
3458,Yves Coumans,110.0,ANVAING,België,,15
3459,Bob Stijnen,110.0,Antwerpen,België,,108
3460,Kelly Mckinnon,109.0,Brussel,België,,1
3461,Marc Kennes,110.0,,België,,2
3462,Christoph Ragg,110.0,,België,,20
3463,Franck Chartier,110.0,,België,,53
3464,Rita Deprez,109.0,,België,,4
3465,Ben Hamidou,110.0,,België,,17
3466,Brigitte Van Aken,109.0,Turnhout,België,,4
3467,Benoit Bruwier,110.0,-,België,,1
3468,Victor Opbrouck,110.0,,België,,2
3469,Sarah Eisa,109.0,Brussel,België,,43
3470,Silvio Espirito,110.0,,België,,8
3471,Christine De Smedt,109.0,Brussel,België,,59
3472,Collin Higgins,110.0,,Verenigde Staten van Amerika,,2
3473,Martha Mentink,109.0,Antwerpen,België,,39
3474,Gerrit Becker,110.0,,België,,3
3475,Frans Meere,110.0,,België,,1
3476,Anne-Laure Vandeputte,109.0,,België,,1
3477,Bart Dauwe,110.0,Gent,België,,42
3478,Wout Lenders,110.0,,België,,1
3479,Willy Courteaux,110.0,Brussel,België,,31
3480,Veerle Donceel,109.0,Gentbrugge,België,,5
3481,Bauke Lievens,109.0,Gent,België,,14
3482,Werner Dewilde,110.0,,België,,1
3483,Mark Schaevers,110.0,Heverlee,België,,6
3484,Piet Arfeuille,110.0,Antwerpen,België,,80
3485,Joris Jozef,110.0,,België,,193
3486,Christel Simons,109.0,Schaarbeek,België,,6
3487,Patrick Van Der Auwera,110.0,Antwerpen,België,,22
3488,Jean-Pierre Coorevits,110.0,,België,,5
3489,Arthur Boni,110.0,Amsterdam,Nederland,,3
3490,Willy Vandermeulen,110.0,Antwerpen,België,,124
3491,Jan Bijvoet,110.0,Antwerpen,België,,96
3492,Hilde Leidland,109.0,TABY,Zweden,,3
3493,Pieter Troch,110.0,,België,,1
3494,Anne Van Aerschot,109.0,Brussel,België,,43
3495,Nik van den Berg,110.0,,België,,2
3496,Koen Goossens,110.0,,België,,37
3497,Esther Gerritsen,109.0,Paris,Frankrijk,,4
3498,Saskia Louwaard,109.0,Borgerhout,België,,95
3499,Wim Muyllaert,110.0,,België,,7
3500,Maarten Schuermans,110.0,Zaventem,België,,9
3501,Ilse Uitterlinden,109.0,Borgerhout,België,,57
3502,Herman Belmans,110.0,,België,,1
3503,Véronique Delmelle,109.0,Grez-Doiceau,België,,14
3504,Brigitte Mys,109.0,,België,,8
3505,Bert Dobbelaere,110.0,,België,,29
3506,Inke Trekker,109.0,Holsbeek,België,,5
3507,Nathalie Teirlinck,109.0,,België,,18
3508,Geertrui Daem,109.0,Sint-Amandsberg (Gent),België,,57
3509,Leo Cnapelinckx,110.0,,België,,2
3510,Samir Odeh-Tamimi,110.0,,Israël,,2
3511,Philippe Verkinderen,110.0,Knokke-Heist,België,,14
3512,Djuna Barnes,109.0,ONBEKEND,Verenigde Staten van Amerika,,2
3513,Leentje Vandenbussche,109.0,,België,,22
3514,Matthias de Koning,110.0,ONBEKEND,Nederland,,63
3515,Lieven De Meyere,110.0,Gent,België,,12
3516,Chris Cuyt,,,België,,2
3517,Els Bellens,109.0,Heist op den Berg,België,,6
3518,Adrijana Barbaric,109.0,Borgerhout,België,,1
3519,Robert Carsen,110.0,,Canada,,44
3520,Jacoba Segers,109.0,,België,,1
3521,Philippe Massuir,110.0,Paris,Frankrijk,,1
3522,Philippe Digneffe,110.0,,België,,57
3523,Eva van de Wijdeven,109.0,,Nederland,,4
3524,Tatjana Bonne,109.0,Wingene,België,,1
3525,Philippe Jacobs,110.0,Anderlecht,België,,4
3526,Benoît De Leersnyder,110.0,Gent,België,,20
3527,Koen Venken,110.0,De Klinge,België,,29
3528,Kim Robeyns,109.0,TIELT-WINGE,België,,1
3529,Barbara Devens,109.0,Neerpelt,België,,1
3530,Berten Larnout,110.0,Geluwe,België,,1
3531,Anton Van Haver,110.0,,België,,52
3532,Chloé Dujardin,109.0,Oudergem,België,,10
3533,Peter Van Ewijk,110.0,Turnhout,België,,1
3534,Tom Van Overberghe,110.0,,België,,10
3535,Walter Tillemans,110.0,Rillaar,België,,331
3536,Laura De Josselin De Jong,109.0,DEN HAAG,Nederland,,17
3537,Daan Cupers,110.0,,België,,12
3538,Jan Willems,110.0,,Bezette Palestijnse gebieden,,20
3539,Mieke Vermeiren,109.0,,België,,12
3540,Basten Basstanie,109.0,,België,,1
3541,Tom Struyf,110.0,Haacht,België,,50
3542,Barbara Van Hoestenberghe,109.0,Antwerpen,België,,6
3543,Michiel Alberts,110.0,Maastricht,Nederland,,6
3544,Danny Vandeput,110.0,,België,,14
3545,Wim Vandenbussche,110.0,Impe,België,,15
3546,Patrick Martens,110.0,,België,,29
3547,Roos Van Vlaenderen,109.0,Gent,België,,28
3548,Françoise Petit,109.0,ATHIS-MONS CEDEX,Frankrijk,,5
3549,Madeleine De Backer,109.0,,België,,1
3550,Barbara Callewaert,109.0,,België,,7
3551,Samantha Mrabet,109.0,,België,,1
3552,Toshiki Okada,110.0,,Japan,,20
3553,Jonathan Bauwens,110.0,,België,,4
3554,Robin Vandenbussche,110.0,Gent,België,,3
3555,George Sand,109.0,,Frankrijk,,2
3556,Sara Dhont,109.0,,België,,1
3557,Kaltoum Boufangacha,109.0,,Nederland,,2
3558,Filip Stuerbout,110.0,,België,,21
3559,Silke Delrue,109.0,,België,,1
3560,Ivan Renette,110.0,,België,,3
3561,Sara Lemaire,109.0,,België,,6
3562,Elise De Vliegher,109.0,,België,,20
3563,Frank Peeters,110.0,Antwerpen,België,,3
3564,Greet Vissers,109.0,Borgerhout,België,,148
3565,John Zwaenepoel,110.0,Schaarbeek,België,,10
3566,Wim Vandevyver,110.0,,België,,4
3567,Bart Beys,110.0,,België,,99
3568,Hubert Damen,110.0,Kruibeke,België,,115
3569,Jan Simoen,110.0,Kessel-Lo,België,,26
3570,Jan Versweyveld,110.0,Antwerpen,België,,226
3571,Mia Van Roy,109.0,Berchem,België,,30
3572,Koen Coulier,110.0,,België,,12
3573,Christine Rebet,109.0,,België,,4
3574,Veva Gerard,109.0,Leuven,België,,2
3575,Bram Devens,110.0,,België,,1
3576,Jokke Martens,110.0,,België,,6
3577,Ger Thijs,110.0,Amsterdam,Nederland,,20
3578,Anne Teresa De Keersmaeker,109.0,,België,,467
3579,John Pumphrey,110.0,,Groot-Brittannië,,4
3580,Filip Hamerlinck,110.0,,België,,1
3581,Bart Capelle,110.0,Gent,België,,73
